id,중앙관서,회계연도,사업연도,사업명,기관명,대표자명,전화번호,소재지,총사업비,국고보조금,지자체부담금,자기부담금,교부신청액,국고보조금,지자체부담금,신청교부,직권교부,사업목적,사업내용,사업기간,사업장소,대상자수,보조금 이외의 경비부담내용,수익금액의 처리방법,신청자의 자산/부채,기대효과,성과목표,고려사항
160,고용노동부,2023,2023,2023년 사회적경제기업 사업개발비 지원사업,(주)포아워스킨,우상미,7086660068,,"27,620,000","17,390,000","7,460,000","2,770,000","교부신청액: 24,850,000","17,390,000","7,460,000","24,850,000",0,#NAME?,"(1) 피부관리실의 문턱을 낮출 수 있는 D2C 제품 개발

텁스(TUPS)의 화장품은 일반 미용을 위한 기능을 바탕으로 소위 ‘문제성피부’라 불리우는 여드름, 건선, 홍반 등의 증상으로 어려움을 겪는 사람들에게 효과적인 제품을 제작하고 있다. 기존 피부관리실 화장품들은 즉각적이고 가시적인 효과를 위해 논란이 있는 성분(페녹시에탄올, 피이지 등)이 함유되는 경우가 대부분이었으나, 텁스(TUPS)는 전성분 EWG 안전등급을 준수하며 생산 시설에 있어서도 엄격한 기준의 우수화장품제조기준(CGMP)인증 시설에서 제품을 생산하여 화장품 성분의 안전성과 신뢰성을 높여, 문제성 피부를 지닌 사람들이 사용하기에도 불편함이 없도록 제작하였다. 여기에 더해 현재 꾸준히 늘어가는 피부관리실 시장을 기반으로 하여, 그 효능 및 효과가 인정된 제품을 업그레이드 하는 형태로 D2C제품을 개발·출시하여 피부관리실의 문턱을 낮추고 매출 증대 및 고용안정을 이루고자 한다.

(2) 오프라인 시장 확대를 통한 피부관리전문 화장품의 가치 재고

과거 한국의 피부관리실 시장을 점령하고 있던 화장품 브랜드들은 대부분 외국브랜드의 제품들이었다.(딸고, 마리고 등) 그러나 현재 국내 피부관리실 전문 화장품 브랜드들은 무척 빠르게 성장하였고, 국내 피부관리실을 점유하기를 넘어 해외에서 오히려 ‘한국 에스테틱 화장품’을 찾고 있다. 그럼에도 불구하고 아직까지 한국의 에스테틱 전문 브랜드들은 ‘피부관리실’이라는 한계에 갖혀 좁은 시장 안에서 고군분투하고 있는 실정이다. 이는 제품의 △고가 정책, △희소성 유지라는 부분이 크게 작용하는 것으로 판단할 수 있다. 그러나 자사는 다양한 고객들이 합리적인 가격과 대중적으로 사용할 수 있는 ‘가치있는 에스테틱 전문 화장품’을 추가 제작하여 브랜드의 가치를 담을 수 있는 ‘팝업 스토어’의 형식으로 오프라인 시장을 진입하고자 한다. 더 이상 우물안 피부관리실 화장품이 아니라 전문성으로 갖추면서도 모두에게 쓰일 수 있는 브랜드로 발돋움하기 위함이다.

(3) 관리사각지대에 놓여있는 피부관리실의 변화 모색

통계청 자료에 따르면 2021년 신규 사업자 현황에서 편의점(9,329점)을 앞서고 있는 것이 바로 이‘피부관리업(11,120점)’이다. 전북지역도 피부관리실이 374개소, 편의점이 310개소의 수치를 보여준다. 다만, 피부관리업의 특성상 즉흥적인 소비가 낮고 예약제로 운영되는 점을 빌어 우리 주변 상가에서 입지가 낮은 곳에 자리잡다 보니 실제로 우리가 체감하는 지수가 낮았던 것 뿐이다. 상대적으로 다른 업종에 비해 초기 투자 비용이 적고 사업을 운영하는데 시간을 유동적으로 활용할 수 있어서(육아 등의 이유로) 경력단절 여성들이 쉽게 진입하는 경우가 많지만, 분야에서 활동하고 있는 인력에 비해 사업장의 전문적인 지속관리나 사후관리가 이루어지지 않아 업체수만 우후죽순 늘어나고 1년 내 폐업률은 32.3%에 육박한다. 그동안 국내 피부미용 시장은 급속적인 성장으로 피부관리실의 공급과잉이 업체 간 경쟁을 더욱 부추겼으며, 산업의 발달 속도에 비해 국내 피부 미용 산업은 대형 브랜드 몇 곳을 제외하고는 비체계적인 곳이 많다. 이는 피부미용 산업이 타 산업에 비해 국내에 자리 잡은 역사가 짧고 1인 창업자가 많아 소규모의 피부관리실이 많기 때문이다. 이에 자사는 현재 시범 운영 중에 있는 피부미용 아카데미인 ‘오블리주 하우스’를 확대 개편하여 체계적이고 전문적인 ‘피부미용 관리실 운영 지원 아카데미’를 운영하고자 한다. 해당 아카데미에서 운영될 전문 교육과정 및 실습에 사용되는 제품을 자사 브랜드 제품을 우선으로 하여 교육할 예정이기에 교육비 절감 및 매출 증대, 브랜드 인지도 상승을 기대하는 바이다.",2023.04.01. ~ 2023.12.31.,전국,,운영 관리비 및 별도 마케팅 비용,재투자 및 사회환원 활동,재무재표상의 내용과 동일,"? 매출 상승 및 일자리 창출
- D2C제품 개발 및 오프라인 시장 진입으로 매출 상승을 기대한다.
(2023년 매출 전년도 대비 200% 이상 성장 기대)
- 뿐만아니라, D2C의 성공적인 진입은 반대로 피부관리실 시장에서의 확대로 자연스럽게 이루어 낼것이라고 기대한다.
(피부관리실 주거래 업체 100개 업체로 확대)
- 매출 상승을 바탕으로 확충된 제품군관 관련한 전문 일자리를 창출하고, 해당 일자리는 취약계층으로 우선고용 하고자 한다.
(취약계층 우선고용 일자리 창출 1명 이상)

? 브랜드 인지도 향상
- 성공적인 D2C의 진입은 자사가 기존부터 진행해오던 피부관리 지원 캠페인과 병행하였을 때 더욱 큰 시너지를 가져올 수 있을 거라 기대한다.
- 정직하고 건강한 가치를 가진 브랜드로서 회사의 미션에 상응하는 인지도 상승 효과를 기대하는 바이다.",피부관리실의 문턱을 낮추고 문제성 피부로 어려움을 겪는 피부취약계층이 두루 사용할 수 있는 안전하고 효과적인 D2C 화장품 제조 및 유통,
161,고용노동부,2023,2023,사회적기업 사업개발비(공모),주식회사비스킷,한아름,7089705209,경기도 부천시 원미구 상동로,"25,000,000","15,750,000","6,750,000","2,500,000","교부신청액: 22,500,000","15,750,000","6,750,000","22,500,000",0,"어린이의 문해력과 글쓰기 향상을 위한 놀이형독서교육 프로그램 및 서비스 제공 목적
문해력 향상을 위한 놀이형 독서교육/단행본 제작 및 홍보","놀이형독서교육 책자 제작
상품 촬영 및 홍보 제작",2023.08.08. ~ 2023.12.31.,전국,,매출 및 대표 개인 자금,"물품 기부 및 고용, 기부 등","150,000,000원/80,800,000원","어린이의 위한 “놀이형 독서교육 프로그램”의 꾸준함으로 관련 교육의 인지도 업
기존의 글놀이 콘텐츠 강화 교육 프로그램 스펙트럼 확장
독서교육강사와 교육 담당자들에게 접근성과 활용성이 좋은 독서교육 도서 제공을
통해 학생의 즐거운 독서경험 증가",,
162,고용노동부,2023,2023,사회적기업 사업개발비 지원,주식회사 에이메이징,전수련,,,"16,650,000","10,500,000","4,500,000","1,650,000","교부신청액: 15,000,000","10,500,000","4,500,000","15,000,000",0,홈페이지 제작을 통한 홍보 및 매출 증대,홈페이지 제작,2023.04.01. ~ 2023.12.31.,해당사항없음,,자부담,해당사항없음,해당사항 없음,홈페이지 제작을 통한 사업의 확장,,
163,고용노동부,2023,2023,사회적경제기업 전시.박람회 참가지원사업,유한회사 바르메이드,전은정,,광주광역시 서구 상무중앙로,"1,700,000","1,190,000","510,000",0,"교부신청액: 1,700,000","1,190,000","510,000","1,700,000",0,전시.박람회에 참가해 기업홍보와 매출증대에 기여,박람회 홍보 인쇄물제작,2023.08.01. ~ 2023.12.31.,전국,,자부담,"기업운영자금,근로자 처우 개선",800000000/300000000,기업 홍보로 인한 매출증대,,
164,고용노동부,2023,2023,2023년 자치단체 지역특화사업(광역),(주)생각나눔소,소병인,337469006,강원특별자치도 원주시 치악고교길,"30,000,000","21,000,000","9,000,000",0,"교부신청액: 30,000,000","21,000,000","9,000,000","30,000,000",0,"강원도 (예비)사회적기업 상품 및 서비스의 판로개척을 통해 지속 가능한
성장을 견인코자함","● 강원도 인플루너서 활용한 영상콘텐츠 수집기업 모집
● 수진기업 사전진단 및 영상 컨셉 설정
● 인플루언서를 활용한 영상콘텐츠 제작 및 배포
● 인플루언서 영상콘텐츠 영향평가 및 만족도 조사",2023.01.01. ~ 2023.12.31.,원주시 치악고교길 15 4층,10개기업,"장비시설 사용료 자부담
오픈 스튜디오, 개별스튜디오 등 자체 스튜디오 사용료 자부담",수익금액은 수혜기업으로 귀속됨,재무재표 등 기타 서류로 확인요청드립니다,"● 강원도 (예비)사회적기업의 긍정적 이미지 제고
● 강원도 (예비)사회적기업 대표기업 발굴 및 육성
● 수진기업의 영상콘텐츠 배포에 따른 인지도 상승
● 고향사랑기부제 참여 및 홍보 마케팅 역량강화
● 강원도 내 (예비)사회적기업 인플루언서 영상 보급을 통한 강원도
사회적경제 상생모델 구축","● 강원도 (예비)사회적기업의 긍정적 이미지 제고에 따른 매출증진
● 강원도 (예비)사회적기업 대표기업 발굴 및 육성에 따른 판로확대
● 수진기업의 영상콘텐츠 배포에 따른 인지도 상승
● 고향사랑기부제 참여 및 홍보 마케팅 역량강화
● 강원도 내 (예비)사회적기업 인플루언서 영상 보급을 통한 강원도
사회적경제 상생모델 구축",특이사항없음
165,고용노동부,2023,2023,2023년 1회차 재정지원 사업개발비,주식회사블루아트컴퍼니,곽경애,532619808,대구광역시 달성군 화원읍 비슬로520길,"18,040,000","10,103,000","4,329,000","3,608,000","교부신청액: 14,432,000","10,103,000","4,329,000","14,432,000",0,"◈ 사업 목적 및 개요
① 힐링 문화관람 예술작품 개발 및 리뉴얼을 위한 촬영
- 2022년 학교와 유치원, 어린이집으로 찾아가는 문화관람을 통해 많은 아이들에게 문화체험을 통해 힐링 할 수 있도록 하였으며
- 사회적 이슈와 문제해결을 위한 기획공연을 통해 장애인식개선, 인성교육, 성폭력예방, 학교폭력예방, 흡연예방, 성평등교육, 생명존중, 업사이클링 등의 캠페인 교육을 하였다. 다양한 캠페인 기획공연을 제작하고 있다.
다양한 작품을 기획하고 준비하는 과정에 PPT자료와 포스터 등의 공연에 필요한 프로필 등 사진작업과 PPT작업이 필요하나 직접 제작하는 데는 한계가 있다.
- 가족힐링콘서트를 전국 공연장으로 투어콘서트를 하며 수많은 가족에게 힐링의 시간을 선사하였다.
?힐링문화관람- 매직오브아트, 이상한 나라의 모자장수, 일루전버블쇼, 레인보우벌룬쇼, 힐링매직쇼<상상>, 일루전매직쇼, 톡톡키즈버블쇼, 마법유치원, 매직데이
?캠페인기획공연- 장애인식개선, 인성교육, 성폭력예방, 학교폭력예방, 흡연예방, 성평등교육, 생명존중, 업사이클링 공연
?가족힐링콘서트- 매직오브아트, 이상한 나라의 모자장수, 일루전버블쇼, 일루전매직쇼, 레인보우벌룬쇼, 힐링매직쇼<상상>

② 홍보 마케팅 / 프로필, 포스터, 제안서, 리플렛, 영상 제작
- 2022년 학교, 유치원, 각 교육기관 등에 회사소개 및 작품에 관련한 홍보물을 제작하여 우편물로 발송하여 많은 아이들을 만날 기회를 가졌으나 기획공연 및 다양한 작품에 관련한 리플릿과 홍보영상이 부족하여 적극적인 홍보가 어려웠으며 좀더 많은 지역에 홍보할 기회를 가지지 못하였다.
- 2023년에는 작품마다의 사진과 리플릿, 영상물을 퀄리티 있게 제작하여 작품의 목적을 잘 전달할 수 있도록 하며 다양한 곳에서 더욱 많은 공연을 하여 좋은 작품을 통해 사회에 좋은 영향력을 미치며 사회문화서비스를 제공하려한다.","1. 공연기획

?힐링문화공연
또래공감프로젝트, 행복공감프로젝트 / 힐링문화공연
마법유치원, 매직데이 / 문화배달서비스 마술트럭
?캠페인기획공연
장애인식개선, 인성교육, 성폭력예방, 학교폭력예방, 흡연예방, 성평등교육, 생명존중, 업사이클링 공연
?가족힐링콘서트
매직오브아트, 일루전버블쇼, 이상한 나라의 모자장수, 레인보우벌룬쇼, 힐링매직쇼<상상>, 일루전매직쇼

2. 마술극장운영-마술체험전 상시운영(평일은 단체관람, 주말은 일반관람)
3. 장비대여사업-매직트리&새싹&과일 퍼포먼스
4. 영상콘텐츠사업-영상촬영 및 편집 사업
5. 마술체험키트 개발 및 판매",2023.01.01. ~ 2023.12.31.,전국,1000명,"홍보물 발송 및 배급 비용
공연자 급여
운영경비
제반장비구입 및 보수
공연자 역량강화
공연오퍼 양성 및 지원","근로자 급여지급
공연작품 재투자
새로운 공연 제작
장비구입
무료서비스나 할인서비스를 위한 자재구입","자산 101,957,615 부채 156,062,857","기대효과
?힐링
문화공연
또래공감프로젝트, 행복공감프로젝트
힐링문화관람
마법유치원, 매직데이
마술트럭
“친구야 사랑해” “친구야 니마음을 보여줘” 공연을 통해 4천명의 아이들과 선생님들이 힐링하며 행복한 시간을 보내었다.
2021년 진행한 곳에서 모두 재신청을 해주셨으며 다른 학교로 전근가신 선생님께서도 다시 연락을 주시고 다른 선생님께도 소개를 많이 해주셔서 점차 횟수가 늘어나게 되었다.
?캠페인
기획공연
장애인식개선, 인성교육, 성폭력예방, 학교폭력예방, 흡연예방, 성평등교육, 생명존중, 업사이클링 공연
지역사회의 문제를 쉽고 재미있고 안전하게 예방하는 소통공감 기획 공연을 통해 사회문제 해결에 조금이라도 도움이 되고자하며 즐겁게 웃으며 문제 해결로 다가설 수 있는 공연이 되도록 기획함
?가족
힐링
콘서트
매직오브아트, 일루전버블쇼, 이상한 나라의 모자장수, 레인보우벌룬쇼, 힐링매직쇼<상상>, 일루전매직쇼
가족, 공동체 문제가 심각한 사회적 문제로 대두되고 있는 시점에 가족간의 소통의 공연으로 아이들과 어른들 모두 힐링하며 가족의 추억의 시간을 드릴 수 있도록 하려고 진정한 소통과 공감으로 서로가 서로에게 힘이 되는 소중한 힐링의 시간이 되도록 하는 것에 중점을 두고 기획함.
2022년 하반기에는 정통매직쇼인 [매직오브아트] 작품은 점차 유아와 초등 가족 관객에서 중고등학생이 가족과 함께 관람하는 추세로 바뀌어 가고 있다.","2023년 예상실적
187,500,000
매출증대 34,753,700",
166,고용노동부,2023,2023,아트리 브랜드 사업,아트리,송준용,,충청북도 청주시 흥덕구 가로수로1164번길,"37,000,000","23,240,000","9,960,000","3,800,000","교부신청액: 33,200,000","23,240,000","9,960,000","33,200,000",0,"1. 지역주민 협연 사업 : 아트리 연주홀을 활용한 지역민들과의 문화예술 교류
2. 소외된 예술인 고용 : 지역에 소외된 예술인 고용을 통한 문화예술의 경제성 확립
3. 지역 공동화 : 지역을 대표하는 문화예술 공간으로 자리 잡아 지역민들의 공공의 문화 공간으로 확립","● 홍보, 광고, 마케팅 , 브랜드

- 지역주민들에게 <지역주민 협연>, <소외된 예술인 고용>을 홍보 하여 지역민들이 관객이 되며 직접 참여할 기회를 제공
- SNS 게시물, 아트리 유튜브, 카카오채널 홍보를 통한 광고를 통해 소통하며 고객과의 신뢰성을 확보


● 예술공연 기획

- 단타성이 아닌 지속적인 관객의 만족을 위하여 더욱 더 좋은 환경의 공연 기획 요구


● 홈페이지 제작

- 홍보 동영상을 제작하여 각종 홍보 매체에 활용할 동영상 제작
- 대관 및 공연일정을 공유하며 지속적인 관객과의 소통",2023.05.01. ~ 2023.12.31.,전국,,보조금의 10%이상을 경비 및 사업개발에 사용,"사회적 효과 : 문화예술
- 지역에 부족한 문화예술 프로그램을 채워가며 지역민들과의 소통
- 지역민들이 함께 연주프로그램에 참여하며 문화적 소통
- 교육 프로그램을 통해 지역민들의 문화 참여 유발",해당사항없음,"매출액 증가 : 관객 증가와 예술교육프로그램의 증가로 매출액 증대
- 연습실 대관 연주홀대관 수입
- 연주 프로그램을 통한 관객 티켓수입
- 문화예술 교육 프로그램을 통한 교육비 수입

일자리 창출 : 소외된 예술가들의 일자리 창출과 예술교육프로그램의 증가로 인한 고용
- 문화예술 교육 프로그램을 통한 일자리 고용
- 지속적인 자체연주를 통한 연주자 고용
- 전속 아티스트 고용으로 인한 일자리 창출

지역의 대표 문화예술 공간 : 지역에 부족한 문화예술 환경을 채움, 지역 대표 아티스트
- 지역 대표 아티스트 선발하여 지역 문화예술의 발전
- 전문적인 예술 활동으로 지역 문화예술에 전문성 부여
- 지역민들과의 원활한 소통으로 인하여 지역주민들이 원하는 문화예술 제공


경제적 효과
- 지역의 소외된 예술가들을 고용하여 일자리를 창출
- 여러 프로그램을 통한 지역 문화경제 활성화",,
167,고용노동부,2023,2023,환경교육(올바른 재활용) 개선인식사업,(주) 홈케어 마스터,정은화,,,"14,249,500","9,974,650","4,274,850",0,교부신청액: 0,"9,974,650","4,274,850","14,249,500",0,쓰레기 분리 미비로 교육을 통한 재활용 분리에[ 대한 개선인식 및 효과적인 클린하우스 사용으로 쓰레기를 줄이고자 한다,"1. 현장에서 근무하는 근로자 및 희망하는 시민을 대상으로 환경교육 강사를 만들기 위한 교육(4회교육×2번)
2. 학교 및 센터의 아동을 대상으로 환경교육(1~2회×55학급)",2023.06.01. ~ 2023.10.31.,경기도 광주시,,활동비 750천원,수익 없음,"자산: 5,017,911천원 부채: 1,766,272천원",광주시 탄벌동 재활용 선별률 5% 이상 상승,,
168,고용노동부,2023,2023,사회적기업육성(사업개발비지원),주식회사 연화상사,윤건화,536251976,대구광역시 달서구 상화로,"27,000,000","17,010,000","7,290,000","2,700,000","교부신청액: 24,300,000","17,010,000","7,290,000","24,300,000",0,본 기업은 예비사회적기업 2022년 지정 이후 자사의 자동판매기 사업을 기반으로 판로구축에 어려움을 겪고 있는 사회적기업의 판로개척과 비대면 영업의 활성화로 인한 매출 증대를 도모하고 청년에게 창업의 경험을 제공할 수 있는 좋은 일자리 제공을 목적으로 설립하여 운영되고 있으며 현재 자사 제품 판로구축 및 사회적경제 기업 판로구축을 위한 사회적경제 기업 자판기를 운영하고자 하며 본 사업으로 인하여 시제품 제작 및 판로 확대를 하고자 함.,"1. 시장경쟁력 확보 및 브랜드강화를 위한 CI개발 및 BI 디자인패키지개발 5종(기업 로고 1종, 자판기사업로고-3종, 복지몰관련로고 1종)
2. 기업의 신규 시장 확보를 위한 SNS 온라인마케팅 및 광고",2023.01.01. ~ 2023.12.31.,해당사항없음,,2022년 이익잉여금으로 충당 예정,보조금의 이자는 반환 예정,"자산총계 127,261,382원 부채총계 64,723,689원","1. 기업과 사업의 가치와 명확성을 부여하고 다양한 시너지효과를 통해 매출 증가가 가능하며, 또한 기업 내부적인 동기부여가 가능하고 광고, 유통 등에서의 규모의 경제효과를 높일 수 있으므로 브랜드 강화를 위한 CI 및 BI 개발로 기업 및 사업의 특징을 살려 브랜드 가치를 높이고 시장경쟁력 확보 가능
2. 본 기업의 사회적 가치와 사업에 대한 부분을 인스타그램과 유튜브를 활용하여 브랜드 가치를 높일 수 있고 사회적 경제자판기 및 특수자판기의 홍보를 통한 신규시장에 대한 진출을 도모하며 이를 통해 경제적, 사회적 가치를 추구할 수 있음",,
169,고용노동부,2023,2023,2023년 고용퍼실리테이터 훈련사업,광주상공회의소,정창선,623505832,광주광역시 서구 대남대로,"65,000,000","50,000,000","15,000,000",0,"교부신청액: 65,000,000","50,000,000","15,000,000","65,000,000",0,#NAME?,"* 사 업 명 : 고용퍼실리테이터 훈련사업(제8기광주고용전문가 아카데미)
* 사업기간 : 2023. 3. 1 ~ 12. 31
* 사업대상 : 광주광역시 관내 고용정책 및 서비스 관련 종사자
- 지역?산업맞춤형 일자리창출 지원사업 컨소시엄 기관 관계자
- 취업성공패키지, 청년취업아카데미 관계자 등 고용서비스 종사자
- 직업훈련기관 관계자
- 지역 내 인력양성 및 일자리창출 유관기관 관계자 등
* 사업내용
- 고용서비스 관련 전문가 향상 과정(1개 통합 과정)
- 운영방법 : 전문강좌 및 네트워킹(워크숍)
? 제8기 광주고용전문가 아카데미 과정 운영 6회 + 통합 워크숍 1회 개최
- 총 과정 운영시간 : 30시간(4h*6회 아카데미 + 6h*1회 워크숍)",2023.03.01. ~ 2023.12.31.,해당사항없음,,경비부담 없음,반환처리,자산 : 32.654백만원 부채 : 3.080백만원,"* 고용관련 종사자들의 역량강화 및 양질의 일자리 창출도모

* 종사자간 정보교류를 통한 고용서비스 생산성 제고

* 새로운 일자리 발굴 및 고용환경 개선을 통한 고용률 제고 및 우수인재 확보에 기인한
기업의 경쟁력 강화도모","* 교육과정 운영(7회-교육 6회, 워크숍 1회 30h)
* 참여자 모집 : 50명
* 교육수료 : 40명",
170,고용노동부,2023,2023,혁신_B-씨푸드 산업 고도화를 위한 맞춤형 사업화 지원,(재)부산테크노파크,김형균,,부산광역시 강서구 과학산단1로60번길,"337,500,000","270,000,000","67,500,000",0,"교부신청액: 337,500,000","270,000,000","67,500,000","337,500,000",0,"○ 수산식품산업 분야 일자리 창출 39명
- 수산식품산업 고도화를 위한 기술사업화로 맞춤형 제품개발과 맞춤평 판로개척을 통해 일자리 창출 및 지역전통 사업을 지역특화 제조산업으로 육성","○ 수산식품산업 분야 맞춤형 트렌드 디지털경제 촉진을 위해 해당 분야 전문인력을 고용하여 해당 세부사업을 수행하도록 하는 수산식품산업 중소기업 사업화 지원
- 지원내용 : 수산식품산업 분야 맞춤형 트렌드 디지털경제 촉진을 위해 해당 분야 전문인력을 고용하여 해당 세부사업을 수행하도록 하는 수산식품산업 중소기업에 대해 고용 1인당 6,500천원 한도 내 사업화 비용 지원
- 세부프로그램
▷컨설팅연계 맞춤형 제품개발 : 기업맞춤형 기술사업화 컨설팅, 디지털경제 대응 시제품 제작 및 고급화 제품의 개발, 산업 융합기술 접목, 제품개발 컨설팅, 특허(로직)컨설팅, IP전략수립 컨설팅, 경영 및 투자자문, 비즈니스 모델 컨설팅
▷ 트렌드 맞춤형 판로개척 : 기업 맞춤형 기술사업화 컨설팅, 비대면 유통환경(오프로안 판로포함) 대응을 위한 광고 및 홍보, 마케팅, 판촉활동 지원
▷ 수산식품산업 직무역량강화 교육 : 수산식품산업 인식개선 활동, 최신 산업·기술동향 및 재직자 직무교육",2023.03.01. ~ 2023.12.31.,부산광역시,39명,○ 해당없음,○ 정산 후 반납,"○ 자산 : 198,826,074천원 ○ 자본 : 183,611,658천원","○ 수산식품산업 분야 채용약정형 사업화 지원을 통해 양질의 일자리 39개 창출
- 수산식품산업의 생산, 판매, 유통, 패러다임 전환에 대응할수 있는 신 제품개발 및 유통판로개척, 기술사업 등에 필요한 일자리 창출
- 수산식품산업이 6차산업으로의 전환을 통하여 지역특화 제조산업으로 계속 육성
- 수산식품산업의 기술과 서비스의 고도화ㆍ융복합화를 통한 기술경쟁력 향상, 비즈니스 모델 발굴 등으로 수산식품산업의 산업구조 개선",신규 고용창출 39명,
171,고용노동부,2023,2023,전남 일자리꿈터 운영,(재)녹색에너지연구원,주동식,612881023,전라남도 목포시 삼향천로,"400,000,000","296,000,000","104,000,000",0,"교부신청액: 400,000,000","296,000,000","104,000,000","400,000,000",0,"전라남도민(자립준비청년 및 구직단념청년 등)취업취약계층
사업목표 : 220명 취업지원(취약계층 20명 및 구직&자립준비 청년 20명)","일자리꿈터
혁신 아카데미
(취업역량강화)
취업토크콘서트2회
스펙 이음6회
잡플러스5기
자립준비 및 구직단념 청년 기반조성교육4기,20명

전남 중소기업 고용지원
구인기업 발굴70개사
고용엑셀러레이터12개사
일자리꿈터 인프라 활성화
잡드림페어2회
잡(job)아라 징검다리4회
찾아가는 일자리버스(job-us)40회
일자리창출 운영위원회1회
서부권 유관기관 간담회 및 운영위원회2회",2023.02.28. ~ 2023.12.31.,전라남도,,없습니다.,정산 후 반납,없습니다.,"○ 서부권 일자리 거점센터 기능 강화를 통한 양질의 일자리 창출 도모
- 일자리꿈터 인프라 활용을 통한 취업역량강화 프로그램 운영으로 구직자 역량강화
- 고용복지 플러스 센터 협조와 전라남도 서부권 국민취업지원제도 운영 기관 연계협업으로 서부권 일자리 거점센터 역할 강화 및 일자리 미스매치 최소화 기대
○ 전남 22개 시·군 일자리 복지 사각지대 해소
- 찾아가는 일자리버스(job-us) 전남 22개 시·군 및 도서산간지역 방문을 통한 일자리 정책 홍보와 일자리복지 서비스 제공으로 취업취약계층 취업지원
○ 일자리꿈터 인프라 활성화를 통한 청년 고용확대
- 잡드림페어와 잡아라 징검다리 등 일자리꿈터 인프라 활용으로 일자리꿈터 고유의 일자리박람회(잡매칭데이 포함)와 중·고등학생들의 사회생활(아르바이트) 전 궁금증 해소 청년 인재 유출 방지와 지속가능한 일자리 매칭으로 청년 고용확대 기대
- “청년도전지원사업”과 연계한 구직단념 및 자립준비청년에 대한 지역정착 기회제공
○ 참여자 맞춤형 컨설팅 지원에 따른 구인정보 제공의 한계 극복과 구직 효율성 증대 및 구인난 해소 등 고용서비스 만족도 제고",,
172,고용노동부,2023,2023,혁신_신발산업 상생발전 기반 맞춤형 일자리 지원,(재)부산테크노파크,김형균,,부산광역시 강서구 과학산단1로60번길,"337,500,000","270,000,000","67,500,000",0,"교부신청액: 337,500,000","270,000,000","67,500,000","337,500,000",0,"○ 신발산업 종사자수 감소 위기 대응 및 업종별 신발기업 집중육성을 통한 산업의 상생발전 주도로 핵심역량 고도화에 필요한 전문인력 선제 대응
○ 선정기업의 역량강화 교육 등 체계적 지원을 통한 장기근속 유도 강화","○ 브랜드화를 통한 경쟁력 강화(기업지원)
- (검증지원) 신규 제품 시장 수용성 검증, 시제품 소재 개발 및 공정 혁신, 자금 조달 등 컨설팅 지원
- (성장지원) 판매지원 등 판로개척, 홍보 콘텐츠 제작 지원, 국내외 전문전시회 참가지원, 자체 사업 및 역량강화 프로그램 지원 등
○ 기술고도화 지원을 통한 신성장동력 확보(기업지원)
- (개발지원) 제조 및 소재기술 개발 사업화 자금 지원, 신규 아이템 디자인 개발 지원
- (고도화 지원) 지재권 획득, 디자인 특허 등 지원, 해외특허출원 지원, 신제품 성능검증 지원, 자동화 공정 기술 구축 지원 등
○ 상생발전(기업지원)
- 신발기업간 파트너쉽을 통한 고부가가치 제품 개발, 공동협력 사업화 비용 지원
○ 전문교육(공통)
- 협약기업 임직원 대상 맞춤형 역량강화 교육지원",2023.03.01. ~ 2023.12.31.,해당사항없음,부산지역 내 신발기업 대상 총35명 일자리 창출,그 외 없음,e나라도움 전용 신용카드 사용 및 e-나라도움을 통한 이체,없습니다,"○ 지역 신발기업의 성장 고도화 지원 및 이와 연계된 양질의 일자리 창출을 통해 신발산업 내 지속 가능한 고용 환경 마련
○ 고부가가치 업종별 맞춤형 일자리 창출 지원으로 청년 구직자 흡수 및 지역이탈 방지
○ ESG경영, DX정책, 제조자동화 등 분야별 이슈에 대한 대응방안 마련 및 인식개선",(고용창출) 35명 지원 (역량강화) 맞춤형 교육 8회/연간목표 200명,
