id,중앙관서,회계연도,사업연도,사업명,기관명,대표자명,전화번호,소재지,총사업비,국고보조금,지자체부담금,자기부담금,교부신청액,국고보조금,지자체부담금,신청교부,직권교부,사업목적,사업내용,사업기간,사업장소,대상자수,보조금 이외의 경비부담내용,수익금액의 처리방법,신청자의 자산/부채,기대효과,성과목표,고려사항
113,고용노동부,2023,2023,2023년 중증장애인지역맞춤형 취업지원 사업,라르쉬장애인자립생활센터,이명주,616917910,전라남도 여수시 화산1길,"32,760,000","16,380,000","16,380,000",0,"교부신청액: 32,760,000","16,380,000","16,380,000","32,760,000",0,"○ 중증장애인의 주체적인 자립생활을 위한 사회활동 및 대인관계 형성 기회를 제공하여 중증장애인 당사자가 책임감과 의지를 가지고 자신의 삶을 영위하며 경제적 독립을 이룰 수 있도록 한다.
○ 중증장애인 당사자의 경제적 독립으로 지경을 넓혀 장애인복지의 초석이 되어 동기부여를 주므로 장애활동가 확산을 통해 장애인식개선 기회가 향상되어 사회통합을 이룬다.","1.자조모임
○ 대 상 자 : 동료상담가 및 참여자, 진행협조자, 근로지원인, 활동지원사 등
○ 사업기간 : 2023. 02. 01. ~ 2023. 11. 30.
○ 참여인원 : 10명×10회=100명
○ 장 소 : 본 센터 및 내담자가 원하는 장소
○ 예 산 : 10회×100,000원=1,000,000원
○ 사업내용 : 동료상담가 및 참여자를 중심으로 매달 정기적인 모임을 실시하여 역량강화 활동을 위한 다양한 체험 및 견학 등으로 교류시간을 제공하고 동료간의 라포형성 기회를 늘려 공감대 확보에 기여하도록 한다.

2. 파견상담
○ 대 상 자 : 동료상담가 및 참여자
○ 사업기간 : 2023. 01. 01. ~ 2023. 12. 31.
○ 참여인원 : 48명(내담자: 2명×12개월×2명=48명)
○ 장 소 : 본 센터 및 내담자가 원하는 장소
○ 예 산 : 실비(여비)
○ 사업내용 : 대상자가 원하는 날짜, 시간 장소를 정하여 욕구에 따라 상담을 진행한다. 내담자가 원하는 정보와 활동 등 동료상담가는 내담자의 요청에 최대한 부흥하며, 경청, 응원, 지지, 지원 등의 긍정적인 요소로 일관하여 자립생활 영위에 동기부여를 높여준다. 이에 사회활동 및 역량강화의 기회를 제공하여 장애인 당사자의 주체적인 삶을 지원한다.

3.전화상담
○ 대 상 자 : 동료상담가 및 참여자
○ 사업기간 : 2023. 01. 01. ~ 2023. 12. 31.
○ 참여인원 : 24명(내담자: 2명×12개월×1명=24명)
○ 장 소 : 본 센터
○ 예 산 : 200,000원(문자발송비 및 전화상담시 필요한 물품구매비용)
○ 사업내용 : 자립생활의 무지와 사회활동 참여에 두려움이 있는 장애인 당사자에게 지지과 응원 지속적인 관심을 보여주므로 삶에 활력과 의지를 가질 수 있는 생각을 심어준다. 이에 생에 대한 애착과 타인에 대한 관심 유발에 따라 정보를 제공하고, 자립생활 프로그램 연계로 사회활동 참여를 할 수 있도록 한다.

4.워크샵
○ 대 상 자 : 동료상담가, 진행협조자, 근로지원인, 활동지원사 등
○ 사업기간 : 2023. 05. 01. ~ 31.
○ 참여인원 : 6명
○ 장 소 : 필요에 따라
○ 예 산 : 1,200,000원(강사비, 숙박비, 식비, 여비, 기타진행비 등)
○ 사업내용 : 동료상담가의 소진 방지를 위하여 힐링프로그램 진행 및 동료상담시 필요한 상담기법 및 대인관계 형성 기술 등의 필요한 교육을 진행한다. 또한, 본 사업의 대한 평가 및 향후계획을 수립하고 슈퍼바이저, 동료상담가, 진행협조자, 근로지원인, 활동지원사 등의 보조인력들과 회의를 통해 더 나은 방향성을 가진 사업으로 동료를 지원할 수 있도록 한다.",2023.01.01. ~ 2023.12.31.,전라남도 여수시,동료지원가 2명 (참여자 40명),"○ 장애인고용공단을 통한 고용장려금 사업비 전환
○ 지정후원금 유치를 통한 사업비 확보
○ 기업 및 재단의 사업유치를 통한 사업비 확보
○ 유관기관 사업 참여를 통한 네트워크 연계",해당사항없음,해당사항없음,"○ 사회활동을 통한 대인관계 형성으로 주체적인 자신의 삶을 영위하여 자립생활 활동이 넓어진다,
○ 비장애인이 주류인 다양한 활동에 당사자의 참여를 통한 장애인식개선 기회를 제공한다.
○ 동료애를 기반으로 한 자조집단 형성으로 응원 및 지지를 받고 있음을 인지하여 외로움과 소외감을 줄인다.
○ 빠른 정보제공을 통하여 사회 각층의 분야에 대한 지식을 넓혀 역량강화 도모의 기회를 제공한다.
○ 장애 특성과 상황에 맞는 상담방법(전화,방문,내방,야외 등)을 동원하여 참여자의 안정을 도모함으로 장애에 대한 이해의 폭이 넓어지므로 장애인 수용 기회를 제공한다.","○ 동료상담가로 내담자를 만나 상담을 시도할 때 역량강화
○ 본 센터 운영 및 사업 참여를 통한 주인의식 강화
○ 자조모임을 통한 사회활동 참여 기회 제공
○ 유관기관 사업연계 및 정보제공을 통한 지역사회 네트워크 구성 활동 기회 제공",해당사항없음
114,고용노동부,2023,2023,중증장애인 지역맞춤형 취업지원사업,(사)충북장애인부모연대충주시지회,민자영,438486533,충청북도 충주시 번영대로,"73,700,000","37,244,040","36,455,960",0,"교부신청액: 73,700,000","37,244,040","36,455,960","73,700,000",0,"가.「중증장애인 지역맞춤형 취업지원」사업은 동료상담, 자조모임 등 동료지원활동을 통해 비경제활동 또는 실업 상태에 있는 중증장애인의 취업의욕을 고취하여 경제활동 참여 촉진
나. 이 지침은 2023년도「중증장애인 지역맞춤형 취업지원」사업에 필요한 제반사항을 정하여 사업의 효율적인 수행을 도모하기 위함","1. 참여자 발굴
- (참여자 발굴) 고용부, 공단, 자치단체, 수행기관 등은 비경제활동 또는 실업상태의 중증장애인을 대상으로 사업을 홍보하여 참여자를 발굴

2. 동료지원 활동 - 동료상담, 자조모임
- (동료상담) 동료지원가는 참여자를 대상으로 동료상담 실시
- (자조모임) 동료지원가는 참여자를 대상으로 자조모임을 조직하고, 구성원 간 의사소통 및 의사결정과정 지원, 모임 기록, 갈등 중재, 관계형성에 대한 어려움을 겪는 구성원 지원 등 수행

3. 취업지원프로그램 연계
- (사례관리) 동료지원가, 슈퍼바이저 등 관계자가 개인별 사례관리체계를 구축하여 참여자 근황, 동료지원활동 목표 달성상황 등 점검
- (취업지원프로그램 연계) 개인별 사례관리 체계에 따라 참여자의 취업의욕이 향상되었다고 판단되면 장애인 공단 등으로 연계 요청

4. 사후관리
- (사후관리) 동료지원활동 종료 후 연계된 인원이 취업지원프로그램 및 직장에 원활하게 적응하도록 지도",2023.01.01. ~ 2023.12.31.,충청북도 충주시,중증장애인 참여자 100명,해당없음,해당없음,해당없음,"1. 장애인구 중 비경제활동인구의 비율 감소
2. 지역사회 장애인복지 강화
3. 신규 장애인일자리 창출
4. 사각지대에 놓여진 장애인 발굴에 기여
5. 사업 확대로 동료지원가의 역량강화 및 근로환경개선","1. 중증장애인 참여자 100명이상 발굴
2. 참여자 30% 취업서비스 연계
3. 동료지원가 역량강화
4. 지역사회 사업 홍보",가. 동료지원가가 동일한 장애를 가진 참여자만 동료지원 가능. 나. 동료지원가 1명당 89만원 기본운영비. 다. 참여자를 취업서비스와 연계 할 시 1인 당 20만원 연계수당 발생 라. 다와 같은 실적에 비례하여 사업비 사용 가능.
115,고용노동부,2023,2023,경력단절여성 취업알선 및 집단상담 운영위탁 취업실전 UP,은평여성새로일하기센터(은평여성인력개발센터),임정진,23891976,서울특별시 은평구 녹번로,"82,274,000","82,274,000",0,0,"교부신청액: 82,274,000","82,274,000",0,"82,274,000",0,"-취업실전 요구 역량 강화를 위한 재취업설계 프로그램 실시로 개인성장 도모와 진로탐색을 위한 기회 제공
-미취업 경력단절 여성들의 ""일에 대한 심리적 의지 고취"" 및 일자리 진입을 위한 ""경력설계 및 취업준비""","경력단절여성 집단상담프로그램- 기본과정은 취업의욕과 자신감이 부족한 경력단절여성을 대상으로 생애설계, 자신감향상, 이미지 메이킹등 취업의욕을 고취시키고 구직기술 향상을 지원하여 심리적 자립을 지원하는 프로그램이다.

경력단절여성 집단상담프로그램-심화과정은 확고한 취업읮를 가지거나 취업을 앞둔 경력단절여성을 대상으로 자신감및 효능감을 향상시키고 직장생활에서 발생할 수 있는 다양한 사례를 통해 직장적응을 지원하는 프로그램이다.

경력단절여성 특성을 고려한 타겟층 미니박람회 등을 통해 취업으로 유도하고, 상담, 취업지원, 성공취업, 취업후 사후관리, 고용유지 등을 종합적으로 지원한다.",2023.01.01. ~ 2023.12.31.,해당사항없음,,해당없음,해당없음,"자산총계 766,263,616원 부채총계 19,010,560원","○ 기본 집단상담 프로그램, 심화 집단상담 프로그램을 운영함으로써 경력단절여성 특성을 고려한 취업지원서비스를 실시하고, 집단상담프로그램 참여자의 수료율 100%, 수료자 대비 취업률 40%이상을 달성함

○ 집단상담 수료자 중 미취업자에게는 적극적인 취업의 기회를 제공하고, 타겟층 채용박람회를 통하여 실질적인 채용이 발생할 수 있도록 운영함

○ 수요자 중심의 맞춤형 취업지원 서비스로 지역경제 활성화 및 여성의 사회경제적 지위향상에 기여함

○ 연령별 구직욕구나 희망에 따라 맞춤형 집단프로그램 서비스를 지원하여 개인 에게 최적화 된 취업지원이 가능할 것으로 여겨짐.",,
116,고용노동부,2023,2023,신중년 경력형 일자리사업,사단법인 미래고용나눔협회,김학귀,626058069,광주광역시 동구 무등로,"121,672,000","60,836,000","60,836,000",0,"교부신청액: 121,672,000","60,836,000","60,836,000","121,672,000",0,"- 신중년이 ‘주된 일자리’에서 ‘재취업일자리’, ‘경력형 일자리’로 나아가는 인생3모작에 접어서는 중요한 시기에 신중년 경력형 사업은 그들의 전문성과 노하우를 활용하여 인생을 재설계하고 자아실현을 돕기 위한 중요성을 지님
- 신중년 퇴직전문인력이 삶의 의미와 보람을 찾을 수 있는 일감을 발굴하여 지역 경제 활성화에 기여하고 5060세대가 정부 지원서비스의 일방적인 수혜자가 아니라 사회적으로 중요한 인적자원이라는 인식 및 신중년이 사회에 공헌하는 문화를 확산하고자 함","- 퇴직 우수 기술 전문가 DB 구성 : 퇴직 우수 기술 전문가 구성, 분야별 그룹핑, 정책지원전달체계 구축을 위한 매칭 플랫폼 구축
- 수요기업 발굴 및 매칭 : 관내 기업, 소상공인 수요기업 대상자 발굴(구 관련 부서 협업 발굴), 1:多 매칭, 기업 필요분야에 대한 전문인력 매칭, 정책 소걔·연계, 회계·재무 지식 안내로 기업 경쟁력 강화와 이를 통한 지원 시스템 구축
- 이직율이 높은 기업, 소상공인 근로자 대상 멘토링 지원
- 성과창출 및 이력관리 : 정책 안내·연계 실적·이력관리, 피드백 추진",2023.03.06. ~ 2023.12.31.,광주광역시 북구,10명,"- 당해연도 중 만 50세 이상 70세 미만 미취업자
- 해당 분야의 수행 업무 능력이 있는 퇴직전문인력
1) 해당분야 경력 3년 이상
2) 해당분야 국가자격 및 공인 민간자격 취득자",해당사항없음,해당사항없음,"○ 신중년 퇴직인력의 전문화된 지식과 경험을 바탕으로 지역산업 발전 밑거름 역할 수행을 통한 기업·소상공인 경쟁력 강화
○ 퇴직 우수 기술 전문가의 숙련된 경험·기술과 고용지원 사각지대에 놓인 기업/비정규직자들의 매칭을 통한 정부 정책 소개·연계, 멘토링을 통한 기업 현장실무능력 제고 및 이를 통한 중소기업 고용의 질 개선가능
○ 인생 2막을 열어가는 중장년 전문인력의 경제활동 유도 및 모범사례 발굴로 장년층 경제 활동 활성화
○ 은퇴 후 경제활동참여를 통해 고령사회를 살아가는 신중년 세대의 삶의 의미와 보람을 찾고, 긍정적인 관계를 형성함
○ 장년전환기 은퇴자들의 생애재설계 지원 프로그램을 개발 보급함으로써 베이비부머의 경제활동 확산과 지역사회 발전에 기여
○ 세대 간 분업을 통해 청년층은 가치창출 중심의 일모작 작업군에 고령층은 가치이전 중심의 이모작 작업군에 종사하여 퇴직 전문인력이 계속 경제활동에 종사할 수 있는 건전한 일자리 생태계 조성하여 저출산 고령화사회의 일자리 방안 제시
○ 코로나19 바이러스 감염증으로 인한 신중년의 코로나 블루 현상 타계",신중년 일자리 참여자 10명,
117,고용노동부,2023,2023,경력단절여성 집단상담프로그램 운영 및 취업지원서비스,속초상공회의소,엄정용,336362564,강원특별자치도 속초시 중앙로,"40,687,000","40,687,000",0,0,"교부신청액: 40,687,000","40,687,000",0,"40,687,000",0,집단상담프로그램 참여를 통하여 경력단절여성등의 근로의욕 고취와 구직능력 향상을 도모하고 직업훈련 연계 및 취업알선 등 취업지원서비스 제공,집단상담 프로그램 운영,2023.01.01. ~ 2023.12.31.,속초여성새로일하기센터,,속초상공회의소,e나라도움 정산 시스템에 의한 반환,"속초상공회의소 2022년 결산보고서 미정산 상태 2021년 12월 31일 기준 부채와 자본합계 156,446,867원","? 직업에 대해 구체적인 계획이 없는 경력단절여성의 재취업에 대한 자신감을 고취시키고 자기 발견을 통해 진로를 설정하여 여성 인력을 필요로 하는 곳으로 재진입시켜 지역경제 활성화에 기여
? 고용환경의 변화를 이해하고 전문적인 구직 능력을 향상시켜 취업률 상승",,
118,고용노동부,2023,2023,2023년 신중년 경력형 일자리 사업 (건강한 삶 건강한 마을만들기사업),광주의료복지사회적협동조합,박병기,624527027,광주광역시 광산구 무진대로211번길,"339,396,000","169,698,000","169,698,000",0,"교부신청액: 339,396,000","169,698,000","169,698,000","339,396,000",0,#NAME?,"- 취약계층 질병 예방을 위한 찾아가는 건강관리서비스 실시
- 건강사정 및 상담, 프로그램 운영 및 운영 보조
- 복합만성질환자 및 중증질환자에 대한 1대 1 맞춤형 관리
- 의료 이용 행태 지원, 마음건강 활동, 생활습관 개선 활동, 이동성 강화를 위한 운동 지원, 수면 및 영양 교육, 사회활동 지원 등을 통한 방문건강돌봄 서비스 제공",2023.01.02. ~ 2023.12.31.,광주광역시 광산구,우산권역 200명광산구 전체 100명 // 총 300명,#NAME?,수익금 없음,"자산 523,356,000 / 부채 290,100,000","(사업대상자) 취약계층의 건강권과 행복권 확보
- 방문서비스 제공으로 사회서비스 사작지대 및 의료 격차 해소
- 아픈 몸으로도 건강력을 회복하여 건강하고 행복한 삶을 살 수 있도록 기여

((참여대상자)
- 신중년 경력을 활용한 일자리 제공으로 노동할 권리 보장
- 가치있고, 삶의 보람을 찾을 수 있는 사회적 공헌형 노동 보장

(공동체 활력)
- 새로운 사회공헌형 일자리 확보
- 돌봄시민, 돌봄공동체 실현에 기여함.","- 수혜대상자 숫자
- 수혜대상자 7대 서비스 제공 양
- 수혜대상자 만족도",
119,고용노동부,2023,2023,2023 신중년 경력형 일자리 사업 [중소기업 경쟁력강화 멘토링지원 사업],해남사회적경제네트워크 사회적협동조합,김효상,,전라남도 해남군 해남읍 중앙1로,"281,600,000","118,420,000","163,180,000",0,"교부신청액: 281,600,000","118,420,000","163,180,000","281,600,000",0,관내 중소기업의 경쟁력 강화를 통한 기업경영의 안정화 및 신중년 일자리 창출,"다양한 분야의 경력과 전문성을 가진 인력을 거점별 10개소에 배치하여 지원이 필요한 분야의 멘토링 및 업무지원
? 참여자 활동내용
신중년 일자리 참여자가 관내 중소기업을 대상으로 경영상 애로사항이나 어려움을 파악하고 다양한 분야 멘토링 및 업무지원 실시
? 참여자 활동방법
관내 10개소 거점기업 모집 및 참여자 배정, 거점기업을 포함한 인근지역의 중소기업 대상 멘토링 및 업무지원 활동",2023.01.01. ~ 2023.12.31.,전라남도 해남군,,해당사항 없음,해당사항 없음,해당사항 없음,"○ 기업 운영에 있어서 필요한 인력에 대한 구체적인 니즈를 파악하고, 직무능력 중심의 전문인력을 매칭하여 기업의 원활한 사업 운영 지원
○ 참여자의 경험과 지식 공유를 통해 기업 근속 직원의 역량 강화를 지원하고 미래 인재 양성의 발판을 제공
○ 지역 내 신중년 네트워크 활성화와 이를 활용한 기업의 성장 역량 강화
○ 신중년 일자리에 대한 사회적인 지지와 공감대 확보",,
120,고용노동부,2023,2023,대중소상생,한화오션(주),권혁웅,557359437,경상남도 거제시 거제대로,"360,000,000","300,000,000",0,"60,000,000","교부신청액: 300,000,000","300,000,000",0,"300,000,000",0,중소기업과 협약을 체결하여 체계적이고 지속적인 직업능력개발 지원,국가인적자원개발 컨소시엄 대중소상생 훈련 사업,2023.01.01. ~ 2023.12.31.,해당사항없음,,인건비 20% 대응투자,"수익금액 발생 시, 국고로 반납","2022년 6월 30일 기준 1. 자산 : 12,022,458,852,953 2. 부채 : 10,474,077,891,589",재직자의 직무 능력 향상을 위해 체계적인 직업 훈련을 실시함으로써 협약기업의 생산성 향상 등을 기대,,
121,고용노동부,2023,2023,청년도전지원사업,사단법인 가치있는누림,박영옥,314024145,,"890,000,000","828,000,000","62,000,000",0,"교부신청액: 890,000,000","828,000,000","62,000,000","890,000,000",0,"○ 청년도전지원사업 활성화 인프라 확장

○ 구직단념청년 자립역량강화

○ 청년도전지원사업 이수청년 삶의 질 향상","○ 청년도전지원사업 소개(프로그램 및 우수사례) : 우수사례 공유를 통한 프로그램참여 욕구 증진 역할.
○ 취업 LOG-IN(밀착상담) : 1:1 심층상담을 통해 청년의 물리적, 심리적 상태 파악 및 방향 제시
○ 청년 누리자(사례관리) : 지역 내 의원을 활용하여 기초적인 채용건강검진 실시를 통한 신체 건강 도모
○ fun! fun! fun!(자신감 회복) : 능동적인 태도를 함양하기 위한 동기유발 지원
○ 나를 찾아가는 여행(진로탐색) : 자신에 맞는 직업군을 청년 욕구와 적성에 맞게 우선순위 탐색
○ 청년도전프로그램(취업역량강화) : 구직청년에게 요구되는 기초소양 함양지원
○ 테마별 슬기로운 나의 안산(지역맞춤형) : 안산지역에 기존부터 있던 인프라와 협력하여 청년들을 지원.
○ 외부연계활동(안.성.맞.춤.) : 직무체험을 통해 자신감을 얻고, 한층 성장하는 계기가 된다.",2023.02.01. ~ 2023.12.31.,전국,,해당없음.,해당없음.,"2/23 기준 325,184,089 (자부담) / 부채 0원",#NAME?,,
122,고용노동부,2023,2023,Remote Internship(CJ올리브네트웍스),씨제이올리브네트웍스 주식회사,차인혁,262520000,서울특별시 용산구 한강대로,"783,562,712","350,362,712",0,"433,200,000","교부신청액: 350,362,712","350,362,712",0,"350,362,712",0,"ㅇ 컨소시엄 참여기업 ESG 경영 차원의 지역거점 청년 대상 일?학습 경험 제공
ㅇ DT 가속화에 따른 전 산업 분야에서의 데이터 활용 가능 인력 확보 중요
ㅇ 기업의 데이터 직무 인력의 부족함을 해소하기 위한 융합형 DT 전문인력 양성","ㅇ 수도권 외 지역거점 국립대학 9개 대학 재학생만 참여가능
ㅇ 비대면 프로그램
ㅇ 현업 직무 전문가 멘토 참여
ㅇ 데이터 분야 전문기관의 포상 협조
ㅇ 수료 후 취업연계
ㅇ 프로그램 참가자에게 150시간의 필수학습 실시
ㅇ 지원 대상 : 지역거점 9개 대학(강원대, 경북대, 경상대, 부산대, 전남대, 전북대, 제주대, 충남대, 충북대) 재학생 중 비전공자 위주 트랙별 구분
ㅇ 목표 인원 : 연내 2차수 총 600명
ㅇ 모집 및 선발 : 지역거점대학 취업 관련 부서와 연계를 통한 홍보 및 선발
ㅇ 운영 장소 : 메타버스(브릿지오피스) 및 러닝플랫폼 등 비대면 + 참여 대학
ㅇ 추진 일정 : 학기 중 2회 (4~6월, 9월~11월)
ㅇ 참가자 수당 지급 : 참여율과 평가에 따라 최대 100만원 지급 (현금+기프티콘)
ㅇ 취우수 수료자 동계 인턴십, 우수 수료자 전문기관 취업컨설팅 제공
ㅇ 자체 프로젝트 공모전을 통한 포상 : 외부 기관 포상",2023.02.28. ~ 2023.12.31.,해당사항없음,,"메타버스 플랫폼, 콘텐츠 사용료",해당없음,운영제안서 참고,"ㅇ 지역인재에게 동등한 기회 제공
- 지역거점 대학생의 일학습 경험 제공
- 수도권/지역대학간 취업 기회 격차 해소
ㅇ DT/AI 인재 수급율 상승
- 현업에 제공되는 수준 높은 직무 교육 제공
- PBL 기반 멘토링 운영으로 현업에 필요한 직무 역량 내재화",,
123,고용노동부,2023,2023,청년도전 지원사업(고용노동부 공모사업),광운대학교 산학협력단,정영욱,29405635,서울특별시 노원구 광운로,"445,000,000","414,000,000","31,000,000",0,"교부신청액: 445,000,000","414,000,000","31,000,000","445,000,000",0,"구직단념청년 등을 발굴하고 구직의욕 고취 및 자신감 강화를 위한 맞춤형 프로그램*(도전, 도전+) 제공하여 노동시장 참여 및 취업 촉진 지원","? 구직단념청년 등 발굴·모집
? 사회활동 참여의욕 고취를 위한 맞춤형 프로그램 제공·이수
? (이수시) 국민취업지원제도, 직업훈련 등 (취업시) 고용촉진장려금, 청년일자리도약장려금 등 연계 지원",2023.03.10. ~ 2023.12.31.,서울특별시 강북구,강북구에 거주하는 6개월 이상 구직단념청년 등 80명,전체 사업비 편성이 국고보조금과 자치단체 보조금으로만 구성되어 있기에 없음,"예탁된 보조금의 집행잔액, 이자수입 및 보조사업의 수익금을 예탁기관으로 하여금 중앙관서의 장 또는 지방자치단체의 장에게 반납
[국고보조금 통합관리지침 제26조(보조사업 실적보고 및 집행잔액 등 반납) 5항]","자산 : 29,933,870,290원 부채 : 9,956,046,183원 [광운대학교 산학협력단 재무상태표(2022.05.11.)]",#NAME?,"- 프로그램(80명) 참여자 100% 이수
- 이수자 90% 이상 사후관리를 통한 국민취업지원제도 취업활동계획 수립, 워크넷 구직신청, 취업 및 창업 연계",2023년 고용노동부 청년도전시원사업 시행지침에 의거 사업 진행
124,고용노동부,2023,2023,ICT-레저휴양 융복합 및 실무형 인력매칭,(재)강원특별자치도경제진흥원,권오광,337493307,강원특별자치도 원주시 호저로,"551,400,000","400,000,000","151,400,000",0,"교부신청액: 551,400,000","400,000,000","151,400,000","551,400,000",0,강원도 레저휴양서비스 산업과 연계한 기업 지원을 통한 양질의 일자리 창출,#NAME?,2023.01.01. ~ 2023.12.31.,강원특별자치도,,자부담 없음,사업 종료 후 정산 시 반납,"자산 36,791,508,841 부채 18,675,428,827",#NAME?,,
125,고용노동부,2023,2023,경기지역 고용기반 지원사업,경기경영자총협회,김춘호,,경기도 수원시 권선구 효원로,"140,000,000","98,000,000","42,000,000",0,"교부신청액: 140,000,000","98,000,000","42,000,000","140,000,000",0,"○ 경기지역 혁신프로젝트 신규사업 및 일자리 추진 방향 지원
○ 경기지역 내 일자리 관련 업무 종사자를 대상으로 역량 강화교육 및 육성을 통한 지역 일자리 현안 대응체계 구축
○ 지역 고용환경에 대한 명확한 이해와 전문성 있는 교육프로그램 구성을 통한 지역 일자리사업 효율적 성과방안 창출
○ 일자리 사업의 적절성 다각도 모색 및 실효성 있는 사업모델 도출 방안
○ 지역의 특성을 반영한 양질의 일자리창출을 목적으로 고용환경 재검토 등 일자리 추진기반 환경조성
○ 경기지역·산업별 일자리 과제 해결을 위한 지속 가능한 대책 기반구축
○ 민관 합동 지역일자리 협력 네트워크 구축을 바탕으로 양질의 고용환경 조성을 위한 인프라 확충
○ 자치단체별 일자리 관련 수요에 대응하여 맞춤형 컨설팅 진행을 통한 고용현안 문제해결 능력 및 일자리 전문성 확보","○고용혁신 아카데미
·일자리 관련 종사자 대상 고용·일자리 관련 동향(Trend) 및 실무역량 강화 교육
○경기지역 일자리 지원 네트워크
·신규 일자리사업 발굴 및 주력산업 활성화 방안 모색
·주요산업 업종별(반도체·DX 등) 현장의견 수렴을 통한 실질적 지원방안 마련
○경기지역 일자리 포럼
·경기지역 일자리사업의 질적 제고를 위한 전문가 및 패널 등 의견 수렴 및 우수사례 도출
○기반사업 운영협의회
·사업추진 관련 자문 및 노하우 공유, 개선방안 모색
·지역일자리 컨설팅 수행 컨설턴트 대상 매뉴얼 안내 등
○지역 일자리 컨설팅 지원사업
·지역일자리 목표 공시제 컨설팅
·지역적합 일자리 지원 컨설팅
○경기지역 고용·일자리 전문가 양성
·지역일자리 컨설팅 지원사업 중 지역적합 일자리 지원 컨설팅을 수행할 수 있도록 고용, 일자리 관련 실무교육",2023.01.01. ~ 2023.12.31.,경기도 수원시 권선구,,해당없음,전액반납,해당없음,"○ (고용혁신 아카데미) 일자리사업 업무 종사자 실무능력 향상 기회 제공
○ (경기지역 일자리 지원 네트워크) 새로운 산업 환경변화에 대비하여 경기지역만의 차별화된 일자리 발굴을 통한 고용안정 유지방안 마련 / 경기지역 주요 산업별 변화에 따른 일자리 대응전략 모색을 통한 지역특화형 일자리창출 환경 도모
○ (경기지역 일자리 포럼) 상호 공생적 일자리 협력 기반 마련
○ (기반사업 운영협의회) 사업추진 관련 자문 및 개선 방안 모색을 통한 사업성과 제고
○ (경기지역 고용·일자리 전문가 양성) 지역 내 고용·일자리 관련 지식, 트렌드 및 실무 노하우 등에 대한 교육을 통해 지역 내 고용·일자리 전문가를 양성하고, 향후 지역 일자리 컨설팅 등에 활용할 수 있는 전문가 풀 구축
○ (지역 일자리 컨설팅 지원사업) 경기지역 자치단체별 맞춤형 컨설팅 진행을 통한 중·장기적인 지역적합 일자리사업 발굴 및 육성
○ (경기지역 일자리 사업통합 프로모션) 일자리사업 홍보와 사업성과 확산을 통한 우수사례 전파",,
126,고용노동부,2023,2023,[혁신] 디지털 기술 전환 취업연계 훈련지원사업,울산정보산업진흥원,장병태,522100235,울산광역시 남구 테크노산업로55번길,"335,000,000","268,000,000","67,000,000",0,"교부신청액: 335,000,000","268,000,000","67,000,000","335,000,000",0,"□ 산업 전환에 대응하기 위해 스마트플랜트 설비 기술인력 및 ICT융합설계 전문인력을 양성함으로써 취업경쟁력 강화 도모
□ 주력산업 분야 전환에 대응하기 위해 기술인력을 양성하고 기업체에 매칭함으로서 주력산업의 경쟁력 강화 및 원활한 인력수급 효과","□ 교육훈련 실시(2회 운영)
■ 교 육 명 : 스마트플랜트 설비제어 기술인력 양성
목 표: 모집 20명, 수료 16명, 취업 14명
상세내용: 설비진단의 개요 및 진동이론, 측정 과정
■ 교 육 명 : ICT융합설계 기술인력 양성
목 표: 모집 20명, 수료 16명, 취업 14명
상세내용: 측정설계 기초 및 3차원 데이터 활용 역설계 과정
□ 취·창업 지원 프로그램 운영
□ 훈련생 기초역량 강화를 위한 온라인 강좌 제공",2023.03.02. ~ 2023.12.31.,울산광역시 남구,40명(각 과정별 20명),해당없음,해당없음,해당없음,"□ 탄소중립에 따른 울산지역 내 산업구조 전환에 대응하기 위한 기술전환 교육기회 제공
□ 울산광역시 산단 대개조 사업 본격화에 따른 구인 수요 맞춤형 역량강화
□ 췽버능력 제고를 통한 안정적 일자리 진입 유도
□ 생산패러다임 전환에 따른 공정자동화 기술인력 수급 확대
□ 기업체에서 필요한 인적자원을 확보함으로써 생산력 증가 및 강소기업으로 성장 기반 마련","모집 40명, 수료 32명, 취업 28명",
